column
Timestamp
CLCW_RF_AVL_FLG_LINK-2
CLCW_LOCKOUT_FLG_LINK-2
CLCW_WAIT_FLG_LINK-2
CLCW_RETRANS_FLG_LINK-2
WDT_TIMEOUT_FLAG
INVALID_CMD_FLAG
